,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
5755,5755,20764,5768,5,16096514,26138,343,romance,21904550,13,62267175,9780000000000.0,Nicole  Williams,2013.0,Crush,"Crush (Crash, #3)",en-US,4.24,26188,27941,1643,270,906,4031,9269,13465,https://images.gr-assets.com/books/1350690968m/16096514.jpg
5777,5777,3088,5790,5,152695,26138,93,romance,1228554,10,312992629,9780000000000.0,Elin Hilderbrand,2005.0,The Blue Bistro,The Blue Bistro,en-US,4.0,16398,18143,1469,156,810,3884,7287,6006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5804,5804,8671,5817,3,21064599,26138,58,romance,40429264,52,812993861,9780000000000.0,Sophie Kinsella,2014.0,"Shopaholic to the Stars (Shopaholic, #7)","Shopaholic to the Stars (Shopaholic, #7)",eng,3.24,15414,19202,2449,1034,3411,7224,4940,2593,https://images.gr-assets.com/books/1398905552m/21064599.jpg
5805,5805,2073,5818,5,114133,26138,652,romance,1689205,1,399154345,9780000000000.0,Nora Roberts,2007.0,High Noon,High Noon,eng,3.94,20698,22562,879,197,1007,5813,8428,7117,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5808,5808,23434,5821,4,17201104,26138,396,romance,23676597,6,,2940000000000.0,Kristen Proby,2013.0,Rock With Me,"Rock with Me (With Me in Seattle, #4)",eng,4.3,28709,31050,1475,176,637,4070,11023,15144,https://images.gr-assets.com/books/1364925537m/17201104.jpg
5811,5811,27286,5824,4,22457201,26138,204,romance,26104459,43,,,Meredith Wild,2013.0,,"Hardpressed (Hacker, #2)",eng,4.27,7383,20989,964,165,571,2808,7296,10149,https://images.gr-assets.com/books/1402511724m/22457201.jpg
5819,5819,14461,5832,3,11262424,26138,524,romance,16189235,20,,,Tammara Webber,2011.0,Between the Lines,"Between the Lines (Between the Lines, #1)",eng,3.71,25991,26500,1484,748,2053,7617,9801,6281,https://images.gr-assets.com/books/1367082644m/11262424.jpg
5837,5837,5065,5850,4,6357022,26138,476,romance,6543745,10,,,Cherise Sinclair,2009.0,"Club Shadowlands (Masters of the Shadowlands, #1)","Club Shadowlands (Masters of the Shadowlands, #1)",eng,3.99,22733,28000,1612,743,1625,5632,9278,10722,https://images.gr-assets.com/books/1328014540m/6357022.jpg
5838,5838,3524,5851,1,6282753,26138,37,romance,4524365,97,307266761,9780000000000.0,"Orhan Pamuk, Maureen Freely",2008.0,Masumiyet Müzesi,The Museum of Innocence,eng,3.69,12685,16600,1809,785,1664,4030,5480,4641,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5841,5841,26947,5854,3,16172634,26138,747,romance,22020637,29,62273264,9780000000000.0,Cora Carmack,2013.0,Faking It,"Faking It (Losing It, #2)",eng,3.96,27707,29813,2532,308,1368,6759,12181,9197,https://images.gr-assets.com/books/1360560023m/16172634.jpg
5849,5849,1903,5862,5,73064,26138,1069,romance,1615880,44,60734574,9780000000000.0,Susan Elizabeth Phillips,2004.0,Natural Born Charmer,"Natural Born Charmer (Chicago Stars, #7)",en-US,4.15,25474,27397,1341,211,806,4829,10433,11118,https://images.gr-assets.com/books/1308742575m/73064.jpg
5857,5857,5306,5871,4,3094593,26138,731,romance,2501542,47,515144665,9780000000000.0,Nora Roberts,2008.0,The Pagan Stone,"The Pagan Stone (Sign of Seven, #3)",en-US,4.14,22863,24157,911,252,948,4445,8063,10449,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5872,5872,4947,5886,3,107774,26138,722,romance,1424362,49,671737821,9780000000000.0,Julie Garwood,1987.0,Honor's Splendour,Honor's Splendour,eng,4.22,21926,23453,672,166,620,3863,8103,10701,https://images.gr-assets.com/books/1313525352m/107774.jpg
5873,5873,15451,5887,2,10757771,26138,362,romance,14816042,19,316175560,9780000000000.0,Kody Keplinger,2011.0,Shut Out,Shut Out,en-US,3.76,23723,24590,1737,614,2068,6906,8112,6890,https://images.gr-assets.com/books/1327918078m/10757771.jpg
5874,5874,31423,5888,5,16102880,26138,273,romance,21913852,7,,,A. Meredith Walters,2012.0,,"Bad Rep (Bad Rep, #1)",en-GB,3.91,24287,24367,1179,575,1389,5401,9407,7595,https://images.gr-assets.com/books/1351282857m/16102880.jpg
5875,5875,1061,5889,3,59813,26138,822,romance,3037754,61,786286806,9780000000000.0,Nora Roberts,2006.0,Valley of Silence,"Valley of Silence (Circle Trilogy, #3)",en-GB,4.2,20800,23434,748,204,799,3999,7468,10964,https://images.gr-assets.com/books/1377646212m/59813.jpg
5882,5882,23750,5896,4,12881141,26138,753,romance,18034302,20,,,Kristen Ashley,2011.0,Wild Man,"Wild Man (Dream Man, #2)",en-GB,4.21,32541,35090,1994,315,1073,5264,12880,15558,https://images.gr-assets.com/books/1327919924m/12881141.jpg
5885,5885,5143,5899,4,110385,26138,301,romance,846764,46,380815583,9780000000000.0,Julia Quinn,2001.0,An Offer From a Gentleman,"An Offer From a Gentleman (Bridgertons, #3)",en-US,4.08,17402,28894,1548,186,948,5967,11162,10631,https://images.gr-assets.com/books/1306208628m/110385.jpg
5886,5886,49815,5900,4,18304322,26138,373,romance,25795642,41,62327186,9780000000000.0,Julie   Murphy,2015.0,Dumplin',"Dumplin' (Dumplin', #1)",eng,3.87,22176,23876,4521,440,1277,5897,9633,6629,https://images.gr-assets.com/books/1424189465m/18304322.jpg
5899,5899,1740,5913,4,171020,26138,9,romance,165142,19,316058254,9780000000000.0,Wendy Mass,2005.0,A Mango-Shaped Space,A Mango-Shaped Space,eng,4.22,20661,21859,2341,199,677,3404,7449,10130,https://images.gr-assets.com/books/1326056834m/171020.jpg
5902,5902,48676,5916,5,27161845,26138,23,romance,47201116,21,316375144,9780000000000.0,Elin Hilderbrand,2016.0,,Here's to Us,eng,3.73,14840,18473,1568,313,1131,5643,7575,3811,https://images.gr-assets.com/books/1460900079m/27161845.jpg
5903,5903,16472,5917,2,7203690,26138,557,romance,7905321,35,373774524,9780000000000.0,Susan Mallery,2010.0,Chasing Perfect,"Chasing Perfect (Fool's Gold, #1)",eng,3.89,18437,19533,740,545,1099,4621,6977,6291,https://images.gr-assets.com/books/1278170007m/7203690.jpg
5904,5904,174,5918,3,97632,26138,34,romance,908288,44,1401360238,9780000000000.0,Plum Sykes,2006.0,The Debutante Divorcée,The Debutante Divorcee,en-US,3.46,15030,15548,435,760,2092,5245,4083,3368,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5908,5908,10172,5922,4,15795628,26138,622,romance,21517875,16,1609074602,9780000000000.0,Julianne Donaldson,2013.0,Blackmoore,Blackmoore,eng,4.17,17497,18619,3667,189,589,2885,7166,7790,https://images.gr-assets.com/books/1366846456m/15795628.jpg
5925,5925,21084,5939,4,18079527,26138,197,romance,25386818,30,670012092,9780000000000.0,Laurie Halse Anderson,2014.0,The Impossible Knife of Memory,The Impossible Knife of Memory,eng,3.93,20992,22227,3246,416,1200,4894,8786,6931,https://images.gr-assets.com/books/1405786728m/18079527.jpg
5950,5950,3212,5964,4,1316382,26138,91,romance,2054515,17,1590388127,9780000000000.0,Jason F. Wright,2007.0,The Wednesday Letters,The Wednesday Letters,en-US,3.61,16776,17972,3640,584,1912,5540,5913,4023,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5956,5956,15270,5970,5,7743783,26138,673,romance,10561678,19,,,Alice Clayton,2010.0,The Unidentified Redhead,"The Unidentified Redhead (Redhead, #1)",eng,4.04,24859,26971,2194,644,1448,4685,9582,10612,https://images.gr-assets.com/books/1355688970m/7743783.jpg
5960,5960,39211,5974,5,22054340,26138,292,romance,41381963,10,62351206,9780000000000.0,Kiera Cass,2014.0,The Queen,"The Queen (The Selection, #0.4)",eng,3.93,22362,24726,1858,513,1661,5989,7489,9074,https://images.gr-assets.com/books/1399581012m/22054340.jpg
5973,5973,14429,5987,5,18819296,26138,23,romance,23861901,15,,,Catherine McKenzie,2013.0,Hidden,Hidden,eng,3.44,13574,14647,1277,462,1657,5493,5040,1995,https://images.gr-assets.com/books/1384805680m/18819296.jpg
5983,5983,10001,5997,3,7129588,26138,415,romance,7039736,14,1439178232,9780000000000.0,Jennifer Echols,2010.0,Forget You,Forget You,eng,3.79,24334,24795,1311,782,2202,6346,7631,7834,https://images.gr-assets.com/books/1311064362m/7129588.jpg
5984,5984,21399,5998,4,16152943,26138,291,romance,21990534,10,098870742X,9780000000000.0,Kelly Elliott,2012.0,,"Wanted (Wanted, #1)",en-US,3.98,22039,25987,1781,1469,1776,4215,6941,11586,https://images.gr-assets.com/books/1354255331m/16152943.jpg
5987,5987,28116,6001,5,16047244,26138,400,romance,21826887,10,,,Michelle A. Valentine,2012.0,Rock the Heart,"Rock the Heart (Black Falcon, #1)",eng,4.01,28776,29249,1464,477,1369,5757,11321,10325,https://images.gr-assets.com/books/1403549370m/16047244.jpg
6006,6006,1903,6020,5,330721,26138,1043,romance,679378,40,038077352X,9780000000000.0,Lisa Kleypas,1994.0,Dreaming of You ,"Dreaming of You (The Gamblers, #2)",en-US,4.22,24790,26389,1161,178,765,4268,9165,12013,https://images.gr-assets.com/books/1443223862m/330721.jpg
6009,6009,2817,6023,2,129621,26138,708,romance,1395013,42,671011332,9780000000000.0,Judith McNaught,1989.0,Almost Heaven,"Almost Heaven (Sequels, #3)",eng,4.33,19921,21414,657,105,458,2879,6739,11233,https://images.gr-assets.com/books/1351327172m/129621.jpg
6012,6012,36489,6026,4,17860217,26138,578,romance,25003611,15,,,"J. Lynn, Jennifer L. Armentrout",2013.0,Trust in Me,"Trust in Me (Wait for You, #1.5)",eng,4.27,27675,28866,1990,154,654,4096,10326,13636,https://images.gr-assets.com/books/1493755741m/17860217.jpg
6014,6014,12083,6028,3,9509289,26138,88,romance,14395007,39,446583146,9780000000000.0,David Baldacci,2011.0,One Summer,One Summer,en-US,3.72,16767,18722,2542,507,1663,5217,6577,4758,https://images.gr-assets.com/books/1344267627m/9509289.jpg
6020,6020,948,6034,5,6373717,26138,62,romance,6561348,16,525421556,9780000000000.0,Nina LaCour,2009.0,Hold Still,Hold Still,en-US,3.99,16238,17546,1440,456,947,3584,5967,6592,https://images.gr-assets.com/books/1394240099m/6373717.jpg
6021,6021,4947,6035,4,107772,26138,729,romance,1913455,40,671702513,9780000000000.0,Julie Garwood,1991.0,The Prize,The Prize,eng,4.22,21157,22569,494,136,643,3752,7680,10358,https://images.gr-assets.com/books/1304789713m/107772.jpg
6030,6030,13320,6044,4,17302495,26138,186,romance,22603415,23,1476740488,9780000000000.0,K.A. Tucker,2013.0,One Tiny Lie,"One Tiny Lie (Ten Tiny Breaths, #2)",eng,4.3,27048,28593,2147,254,686,3564,9910,14179,https://images.gr-assets.com/books/1380903726m/17302495.jpg
6036,6036,1195,6050,4,116054,26138,108,romance,2067411,53,340752483,9780000000000.0,Rosamunde Pilcher,2000.0,Winter Solstice,Winter Solstice,eng,4.15,15426,17427,1076,131,485,3190,6536,7085,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6049,6049,663,6063,4,43037,1691,30,action,320876,21,192835149,9780000000000.0,Jack London,1906.0,"The Call of the Wild, White Fang and Other Stories ","The Call of the Wild, White Fang and Other Stories",eng,3.97,16717,17318,234,316,868,3894,6215,6025,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6052,6052,663,6066,4,1627,26138,303,romance,1795113,19,743271327,9780000000000.0,Annie Proulx,1997.0,Brokeback Mountain,Brokeback Mountain,en-US,3.93,19871,21992,1616,417,1250,4943,8306,7076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6053,6053,1525,6067,4,73080,26138,637,romance,776136,55,380782340,9780000000000.0,Susan Elizabeth Phillips,1997.0,Nobody's Baby But Mine,"Nobody's Baby But Mine (Chicago Stars, #3)",eng,4.06,26468,28856,1397,392,1217,5637,10615,10995,https://images.gr-assets.com/books/1298032580m/73080.jpg
6058,6058,2095,6072,3,6104943,26138,207,romance,6282264,29,755328175,9780000000000.0,Jill Mansell,2009.0,Rumor Has it,Rumour Has It,eng,3.83,15669,18306,647,365,1053,4985,6832,5071,https://images.gr-assets.com/books/1328202735m/6104943.jpg
6067,6067,14474,6081,5,21420473,26138,78,romance,40725766,5,,,Laurelin Paige,2014.0,,"The Fixed Trilogy (Fixed, #1-3)",eng,4.35,17396,18169,1125,219,513,2035,5390,10012,https://images.gr-assets.com/books/1394517753m/21420473.jpg
6084,6084,15270,6098,5,15717721,26138,480,romance,21388692,32,,,Lisa Renee Jones,2012.0,If I were you,"If I Were You (Inside Out, #1)",eng,4.14,21313,23978,2354,536,1024,3556,8278,10584,https://images.gr-assets.com/books/1397227898m/15717721.jpg
6085,6085,25014,6099,5,16079228,26138,326,romance,21876920,11,,,L.A. Fiore,2012.0,Beautifully Damaged,"Beautifully Damaged (Beautifully Damaged, #1)",eng,3.99,21543,27919,1755,872,1624,4979,9747,10697,https://images.gr-assets.com/books/1350800166m/16079228.jpg
6086,6086,25945,6100,5,16053316,26138,343,romance,21837591,17,,,Samantha Towle,2013.0,Wethering the Storm,"Wethering the Storm (The Storm, #2)",eng,4.33,26962,29110,1935,226,659,3507,9695,15023,https://images.gr-assets.com/books/1368083888m/16053316.jpg
6089,6089,30413,6103,2,17286162,26138,387,romance,23905943,13,,,Sandi Lynn,2013.0,Forever Black,"Forever Black (Forever, #1)",eng,3.99,27102,27415,1840,720,1761,5235,9140,10559,https://images.gr-assets.com/books/1359579827m/17286162.jpg
6100,6100,753,6114,4,16045140,26138,46,romance,21823357,34,805097457,9780000000000.0,Adelle Waldman,2013.0,The Love Affairs of Nathaniel P. ,The Love Affairs of Nathaniel P.,en-CA,3.3,12598,14296,1875,730,2371,4918,4455,1822,https://images.gr-assets.com/books/1361026301m/16045140.jpg
6107,6107,340,6121,5,93723,26138,452,romance,2425604,32,330418874,9780000000000.0,Meg Cabot,2004.0,Boy Meets Girl,"Boy Meets Girl (Boy, #2)",eng,3.82,21851,24066,1052,403,1560,6834,8503,6766,https://images.gr-assets.com/books/1328033372m/93723.jpg
6110,6110,184,6124,4,316445,26138,22,romance,1532237,19,316011274,9780000000000.0,Julie Anne Peters,2004.0,Luna,Luna,en-US,3.86,17859,18820,1360,701,1289,4401,6016,6413,https://images.gr-assets.com/books/1339269673m/316445.jpg
6113,6113,27001,6127,4,17825503,26138,651,romance,24567191,17,,,Mia Sheridan,2013.0,Leo,Leo,eng,4.06,24793,32250,3007,523,1543,5677,12088,12419,https://images.gr-assets.com/books/1366869759m/17825503.jpg
6114,6114,73,6128,5,3103,26138,172,romance,2394184,75,393310329,9780000000000.0,E.M. Forster,1971.0,Maurice,Maurice,eng,4.02,16301,18288,940,220,779,3829,7075,6385,https://images.gr-assets.com/books/1361934128m/3103.jpg
6123,6123,14640,6137,2,20706316,26138,57,romance,40026661,23,316376116,9780000000000.0,Elin Hilderbrand,2014.0,Winter Street,"Winter Street (Winter, #1)",eng,3.67,14411,17138,1894,283,1209,5683,6749,3214,https://images.gr-assets.com/books/1394567347m/20706316.jpg
6128,6128,4045,6142,5,97862,26138,34,romance,2226182,12,310247527,26000000000.0,Karen Kingsbury,2003.0,One Tuesday Morning,"One Tuesday Morning (9/11, #1)",eng,4.41,14904,15249,571,148,344,1663,4063,9031,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6131,6131,39359,6145,5,29367958,26138,255,romance,48358625,6,,,Mariana Zapata,2016.0,The Wall of Winnipeg and Me,The Wall of Winnipeg and Me,eng,4.34,29197,30842,3311,381,768,3473,9447,16773,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6141,6141,2696,6155,3,989313,1691,17,action,19248724,7,1593080212,9780000000000.0,"Joseph Conrad, A. Michael Matin",1899.0,,Heart of Darkness and Selected Short Fiction,en-US,3.75,18873,19392,192,1061,1793,4477,5759,6302,https://images.gr-assets.com/books/1328851164m/989313.jpg
6148,6148,5143,6162,4,110396,26138,1330,romance,1118162,42,60531231,9780000000000.0,Julia Quinn,2004.0,When He was Wicked,"When He was Wicked (Bridgertons, #6)",eng,4.03,24085,26005,1092,245,1172,5505,9597,9486,https://images.gr-assets.com/books/1274212205m/110396.jpg
6162,6162,23152,6176,5,16081754,26138,402,romance,21881113,16,,,A. Meredith Walters,2012.0,Find You in the Dark,"Find You in the Dark (Find You in the Dark, #1)",eng,3.98,24615,25092,1962,725,1439,4754,8785,9389,https://images.gr-assets.com/books/1359627731m/16081754.jpg
6163,6163,2584,6177,3,4313522,26138,55,romance,4361300,44,399155430,9780000000000.0,Erica Bauermeister,2009.0,The School of Essential Ingredients,The School of Essential Ingredients,en-US,3.78,16853,19578,3631,370,1428,5344,7476,4960,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6191,6191,28391,6205,5,16114861,26138,281,romance,21932118,12,,9780000000000.0,Madeline Sheehan,2013.0,,"Unbeautifully (Undeniable, #2)",eng,4.38,26701,28774,2330,321,641,2992,8734,16086,https://images.gr-assets.com/books/1356218822m/16114861.jpg
6194,6194,15076,6208,4,12958487,26138,664,romance,18115826,17,,,Kristen Ashley,2011.0,Lady Luck,"Lady Luck (Colorado Mountain, #3)",eng,4.44,28620,30775,1844,180,529,2862,9325,17879,https://images.gr-assets.com/books/1327912930m/12958487.jpg
6195,6195,4011,6209,4,6609714,26138,261,romance,6803681,34,545140315,9780000000000.0,Elizabeth Eulberg,2010.0,The Lonely Hearts Club,"The Lonely Hearts Club (The Lonely Hearts Club, #1)",eng,3.83,18208,21410,1986,486,1678,5368,7293,6585,https://images.gr-assets.com/books/1479699351m/6609714.jpg
6196,6196,4947,6210,3,107776,26138,838,romance,1010164,48,074347418X,9780000000000.0,Julie Garwood,1999.0,Ransom,"Ransom (Highlands' Lairds, #2)",en-US,4.33,22116,24323,991,110,541,3237,7773,12662,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6208,6208,11954,6222,5,8139321,26138,49,romance,12935753,18,310266289,9780000000000.0,Karen Kingsbury,2011.0,Leaving,"Leaving (Bailey Flanigan, #1)",en-US,4.22,13616,14364,476,325,592,2073,3937,7437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6247,6247,175,6261,4,34312,26138,51,romance,1163779,60,752876813,9780000000000.0,Maeve Binchy,1992.0,The Copper Beech,The Copper Beech,eng,3.89,16931,17989,418,110,721,5249,6935,4974,https://images.gr-assets.com/books/1355114025m/34312.jpg
6253,6253,513,6267,2,85491,26138,738,romance,1005181,70,515132187,9780000000000.0,Nora Roberts,2001.0,The Villa,The Villa,en-US,3.94,20328,22121,650,243,1127,5755,7683,7313,https://images.gr-assets.com/books/1351343027m/85491.jpg
6254,6254,36665,6268,4,17729712,26138,408,romance,24802085,10,,,Kimberly Lauren,2013.0,,"Beautiful Broken Rules (Broken, #1)",eng,4.15,20457,27870,1729,464,1088,4232,9999,12087,https://images.gr-assets.com/books/1365043610m/17729712.jpg
6255,6255,2817,6269,3,180426,26138,474,romance,174338,31,843956534,9780000000000.0,Christine Feehan,1999.0,Dark Desire,"Dark Desire (Dark, #2)",en-US,4.2,21606,23755,701,239,893,3984,7501,11138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6257,6257,12445,6271,3,10428803,26138,1438,romance,15333212,34,62068520,9780000000000.0,Sarah MacLean,2012.0,A Rogue by Any Other Name,"A Rogue by Any Other Name (The Rules of Scoundrels, #1)",eng,3.95,21565,24286,1944,534,1175,5297,9365,7915,https://images.gr-assets.com/books/1327928208m/10428803.jpg
6272,6272,31701,6286,5,17560674,26138,481,romance,24490654,31,,,Rachel Van Dyken,2013.0,The Bet,"The Bet (The Bet, #1)",eng,3.85,26437,28316,2400,712,1941,6701,10604,8358,https://images.gr-assets.com/books/1362593639m/17560674.jpg
6275,6275,49549,6289,5,29610595,26138,294,romance,49952105,5,,,Colleen Hoover,2016.0,,Too Late,eng,4.03,15113,20459,2980,572,1233,3654,6596,8404,https://images.gr-assets.com/books/1459520906m/29610595.jpg
6276,6276,7612,6290,5,954303,26138,61,romance,939213,6,345496205,9780000000000.0,"Natsumi Ando, Miyuki Kobayashi",2005.0,Kitchen no Ohimesama,"Kitchen Princess, Vol. 01 (Kitchen Princess, #1)",en-US,4.16,16281,16318,289,463,899,2712,3713,8531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6279,6279,669,6293,3,648194,26138,134,romance,634333,29,60564652,9780000000000.0,Mary Kay Andrews,2004.0,Hissy Fit,Hissy Fit,en-GB,3.96,16406,18023,1224,230,792,4359,6793,5849,https://images.gr-assets.com/books/1355940330m/648194.jpg
6284,6284,253,6298,4,5936,26138,15,romance,1739475,8,374529604,9780000000000.0,"Pablo Neruda, Ilan Stavans",1974.0,The Poetry of Pablo Neruda,The Poetry of Pablo Neruda,en-US,4.44,14596,14698,239,94,223,1386,4373,8622,https://images.gr-assets.com/books/1417605511m/5936.jpg
6286,6286,6015,6300,3,194086,26138,67,romance,187711,46,552772291,9780000000000.0,Madeleine Wickham,2001.0,Sleeping Arrangements,Sleeping Arrangements,eng,3.24,15689,18185,961,1124,3237,6712,4425,2687,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6288,6288,997,6302,2,91582,26138,252,romance,2424548,469,486444074,9780000000000.0,"Jane Austen, Robert William Chapman",1871.0,Lady Susan,Lady Susan,eng,3.56,17003,20969,2047,375,2061,7667,7108,3758,https://images.gr-assets.com/books/1328864949m/91582.jpg
6289,6289,33243,6303,4,18105011,26138,466,romance,25423841,7,,,Tillie Cole,2013.0,,"Sweet Home (Sweet Home, #1)",eng,4.05,28658,28775,2087,958,1568,4659,9524,12066,https://images.gr-assets.com/books/1376473414m/18105011.jpg
6294,6294,1488,6308,4,295305,1691,150,action,1193402,66,60728272,9780000000000.0,"Michelle Paver, Geoff Taylor",2004.0,Wolf Brother,"Wolf Brother (Chronicles of Ancient Darkness, #1)",en-US,4.15,15673,18078,1255,247,684,3136,6070,7941,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6299,6299,1525,6313,1,73084,26138,969,romance,4853462,50,380776847,9780000000000.0,Susan Elizabeth Phillips,1995.0,"Heaven, Texas","Heaven, Texas (Chicago Stars, #2)",en-US,4.08,23857,25784,1081,294,1026,4983,9528,9953,https://images.gr-assets.com/books/1308646849m/73084.jpg
6325,6325,11872,6339,3,11201007,26138,837,romance,16101664,13,,2940000000000.0,Laura Kaye,2011.0,Hearts In Darkness,"Hearts in Darkness (Hearts in Darkness, #1)",eng,3.86,20939,32772,2624,641,2276,7991,11836,10028,https://images.gr-assets.com/books/1306632316m/11201007.jpg
6329,6329,28116,6343,5,16055475,26138,389,romance,21840842,27,1455574880,9780000000000.0,Jessica Sorensen,2013.0,The Forever of Ella and Micha,"The Forever of Ella and Micha (The Secret, #2)",eng,4.1,24776,27318,1559,255,938,4997,10677,10451,https://images.gr-assets.com/books/1363575595m/16055475.jpg
6346,6346,1296,6360,3,675905,26138,24,romance,661908,10,312997191,9780000000000.0,Elin Hilderbrand,2003.0,Summer People,Summer People,eng,3.93,14369,15792,623,126,649,4124,6239,4654,https://images.gr-assets.com/books/1317063942m/675905.jpg
6348,6348,1749,6362,5,282425,26138,79,romance,273978,10,1569319960,9780000000000.0,"Yoko Kamio, 神尾葉子",1992.0,花より男子 1,"Boys Over Flowers: Hana Yori Dango, Vol. 1 (Boys Over Flowers, #1)",eng,4.12,14295,14406,209,509,860,2398,3330,7309,https://images.gr-assets.com/books/1357464446m/282425.jpg
6351,6351,29954,6365,4,17833099,26138,579,romance,24951197,6,,,Linda Kage,2013.0,,"Price of a Kiss (Forbidden Men, #1)",eng,4.1,25625,26903,1900,437,1062,4710,9988,10706,https://images.gr-assets.com/books/1375792540m/17833099.jpg
6356,6356,34163,6370,4,23714532,26138,310,romance,43324367,20,,,Jamie McGuire,2015.0,Beautiful Sacrifice,"Beautiful Sacrifice (The Maddox Brothers, #3)",eng,4.08,21020,22401,1950,439,1143,3981,7495,9343,https://images.gr-assets.com/books/1429578280m/23714532.jpg
6358,6358,2966,6372,4,107789,26138,501,romance,2604130,60,1416503811,9780000000000.0,Julie Garwood,2000.0,Heartbreaker,"Heartbreaker (Buchanan-Renard, #1)",en-US,4.02,19000,20856,636,292,891,4433,7784,7456,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6364,6364,1749,6378,3,217376,26138,72,romance,1092733,6,345479122,9780000000000.0,"Tomoko Hayakawa, David Ury",2000.0,ヤマトナデシコ七変化,"The Wallflower, Vol. 1 (The Wallflower, #1)",eng,4.15,16399,16545,197,494,869,2730,4101,8351,https://images.gr-assets.com/books/1320462572m/217376.jpg
6369,6369,58,6383,4,34310,26138,64,romance,219754,62,752876872,9780000000000.0,Maeve Binchy,1994.0,The Glass Lake,The Glass Lake,eng,3.89,16073,17841,737,131,770,4905,7090,4945,https://images.gr-assets.com/books/1342485933m/34310.jpg
6374,6374,8558,6388,4,1754206,26138,265,romance,1752043,6,1416953558,9780000000000.0,Elizabeth Scott,2008.0,Perfect You,Perfect You,en-US,3.7,20858,20946,899,703,2022,6104,6172,5945,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6377,6377,590,6391,4,22193,26138,60,romance,1596343,47,316735167,9780000000000.0,Cecily von Ziegesar,2004.0,You're the one that I want,"You're the One That I Want (Gossip Girl, #6)",eng,3.71,16643,17023,209,473,1616,5342,4516,5076,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6388,6388,590,6402,4,37451,26138,99,romance,2456008,59,316911488,9780000000000.0,Cecily von Ziegesar,2002.0,You Know You Love Me,"You Know You Love Me (Gossip Girl, #2)",en-US,3.53,18052,19075,690,600,2333,6711,5205,4226,https://images.gr-assets.com/books/1388599269m/37451.jpg
6394,6394,5785,6408,3,1003761,26138,43,romance,989251,5,1421505754,9780000000000.0,Kiyoko Arai,2004.0,ビューティーポップ 1 [Byūtī poppu 1],"Beauty Pop, Vol. 1 (Beauty Pop, #1)",eng,4.15,16223,16268,160,447,873,2813,3851,8284,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6397,6397,37759,6412,5,20761374,26138,439,romance,40094032,14,,2940000000000.0,Whitney G.,2014.0,Reasonable Doubt,"Reasonable Doubt: Volume 1 (Reasonable Doubt, #1)",eng,4.13,25788,29463,2867,454,1226,4874,10260,12649,https://images.gr-assets.com/books/1395319856m/20761374.jpg
6401,6401,32507,6416,5,18775297,26138,788,romance,26751379,31,1476751803,9780000000000.0,Christina Lauren,2014.0,Sweet Filthy Boy ,"Sweet Filthy Boy (Wild Seasons, #1)",eng,4.16,25337,28461,2830,367,998,4374,10569,12153,https://images.gr-assets.com/books/1395723782m/18775297.jpg
