,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
5920,5920,555,5934,4,102525,20939,1058,mystery,98851,56,044900063X,9780000000000.0,Sue Grafton,1991.0,H is for Homicide,"H is for Homicide (Kinsey Millhone, #8)",eng,3.89,21635,23987,598,94,700,7101,10009,6083,https://images.gr-assets.com/books/1315138195m/102525.jpg
5927,5927,4102,5941,5,7277715,30358,190,suspense,8444052,46,446564087,9780000000000.0,David Baldacci,2010.0,Deliver Us From Evil,"Deliver Us from Evil (A. Shaw, #2)",en-US,3.98,15947,18990,1128,251,781,4150,7724,6084,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5938,5938,1450,5952,4,1430213,20939,433,mystery,2388035,61,593057775,9780000000000.0,Tess Gerritsen,2007.0,The Bone Garden,The Bone Garden ,eng,4.02,16883,20042,1708,174,758,4292,8101,6717,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5948,5948,1591,5962,3,3359940,20939,212,mystery,3399145,34,316113670,9780000000000.0,"Pseudonymous Bosch, Gilbert Ford",2008.0,"If You're Reading This, It's Too Late","If You're Reading This, It's Too Late (Secret, #2)",en-US,4.23,18310,19942,878,229,611,3093,6480,9529,https://images.gr-assets.com/books/1344268358m/3359940.jpg
5952,5952,2549,5966,1,13134,20939,165,mystery,1814838,1,316014508,9780000000000.0,"James Patterson, Howard Roughan",2007.0,You've Been Warned,You've Been Warned,eng,3.52,16311,17796,1583,1059,2148,5127,5336,4126,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5953,5953,1059,5967,3,444347,20939,852,mystery,3280795,49,439372941,9780000000000.0,"Blue Balliett, Brett Helquist",2004.0,Chasing Vermeer,"Chasing Vermeer (Chasing Vermeer, #1)",en-US,3.71,22167,23528,2032,772,2147,6419,7958,6232,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5955,5955,199,5969,2,80630,30386,26,suspense,1383713,56,743454162,9780000000000.0,Greg Iles,2005.0,Turning Angel,Turning Angel,eng,4.11,15669,17992,1076,169,538,3024,7618,6643,https://images.gr-assets.com/books/1327877096m/80630.jpg
5959,5959,340,5973,4,9914,30358,17,suspense,1308950,21,330339184,9780000000000.0,Bret Easton Ellis,1994.0,The Informers,The Informers,en-GB,3.39,12898,14674,477,596,2100,5342,4324,2312,https://images.gr-assets.com/books/1374684746m/9914.jpg
5961,5961,6377,5975,4,7202829,30358,266,suspense,7897971,40,61784788,9780000000000.0,James Rollins,2010.0,The Devil Colony,"The Devil Colony (Sigma Force, #7)",eng,4.17,16101,18589,1026,120,454,3020,7510,7485,https://images.gr-assets.com/books/1264522557m/7202829.jpg
5966,5966,2016,5980,4,26085,20939,47,mystery,530148,19,1401204589,9780000000000.0,"Brad Meltzer, Rags Morales, Michael Bair, Joss Whedon",2004.0,Identity Crisis,Identity Crisis,eng,4.03,16744,17429,588,635,1018,2943,5442,7391,https://images.gr-assets.com/books/1327948044m/26085.jpg
5970,5970,20504,5984,5,13477819,20939,526,mystery,19008874,44,316123080,9780000000000.0,"Lemony Snicket, Seth",2012.0,"""Who Could That Be at This Hour?""","Who Could That Be at This Hour? (All the Wrong Questions, #1)",en-US,3.83,17497,18961,2123,527,1253,4851,6694,5636,https://images.gr-assets.com/books/1333060600m/13477819.jpg
5985,5985,287,5999,5,21796,30358,124,suspense,1098285,28,330247042,9780000000000.0,William Goldman,1974.0,Marathon Man,Marathon Man,eng,4.11,15659,16439,323,135,454,3075,6546,6229,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6003,6003,2229,6017,4,192892,20939,1024,mystery,520581,61,61043583,9780000000000.0,Dorothy L. Sayers,1927.0,Unnatural Death,"Unnatural Death (Lord Peter Wimsey, #3)",eng,4.11,17742,18764,549,172,504,3705,7132,7251,https://images.gr-assets.com/books/1316244142m/192892.jpg
6011,6011,2254,6025,4,30005,20939,436,mystery,2193257,85,752852612,9780000000000.0,Dashiell Hammett,1929.0,Red Harvest,Red Harvest,eng,4.0,15636,18109,1022,200,803,3938,7111,6057,https://images.gr-assets.com/books/1320423692m/30005.jpg
6017,6017,13577,6031,3,8407173,20939,200,mystery,6560290,44,,9780000000000.0,Craig Silvey,2009.0,Jasper Jones,Jasper Jones,eng,4.06,12680,18235,2063,288,803,3054,7445,6645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6027,6027,27914,6041,3,18594633,20939,93,mystery,15210065,71,804138818,9780000000000.0,Herman Koch,2011.0,Zomerhuis met zwembad,Summer House with Swimming Pool,eng,3.39,10230,16728,2240,705,1991,6009,6132,1891,https://images.gr-assets.com/books/1384734826m/18594633.jpg
6037,6037,26501,6051,4,13580951,20939,212,mystery,19165924,27,1423165993,9780000000000.0,Ally Carter,2013.0,United We Spy,"United We Spy (Gallagher Girls, #6)",eng,4.44,22902,24587,2173,129,379,2609,6918,14552,https://images.gr-assets.com/books/1368559827m/13580951.jpg
6045,6045,2808,6059,4,6266907,20939,204,mystery,6450180,30,316070629,9780000000000.0,"James Patterson, Richard DiLallo",2009.0,Alex Cross's Trial,"Alex Cross's Trial (Alex Cross, #15)",eng,3.92,17655,19762,1422,460,1128,4566,7081,6527,https://images.gr-assets.com/books/1336268218m/6266907.jpg
6054,6054,18983,6068,4,17934416,20939,92,mystery,25142278,22,1250010098,9780000000000.0,Lisa Scottoline,2014.0,Keep Quiet,Keep Quiet,eng,3.76,13556,15971,2045,445,1182,4135,6153,4056,https://images.gr-assets.com/books/1391355179m/17934416.jpg
6055,6055,456,6069,2,78985,30358,51,suspense,1758882,46,033041335X,9780000000000.0,Jeffrey Archer,2002.0,Sons of Fortune,Sons of Fortune,eng,3.83,13731,14757,481,183,770,4118,6012,3674,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6064,6064,46,6078,5,81903,20939,1273,mystery,1726,178,425173747,9780000000000.0,Agatha Christie,1975.0,Curtain: Poirot’s Last Case,"Curtain (Hercule Poirot, #39)",eng,4.05,18358,22020,1080,194,930,4684,7924,8288,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6073,6073,46,6087,5,16349,20939,1271,mystery,6568307,188,7120699,9780000000000.0,Agatha Christie,1938.0,Hercule Poirot's Christmas,"Hercule Poirot's Christmas (Hercule Poirot, #20)",eng,3.9,17971,22892,1374,87,821,6401,9528,6055,https://images.gr-assets.com/books/1308808460m/16349.jpg
6095,6095,203,6109,3,23217,20939,578,mystery,3239501,34,60525126,9780000000000.0,Meg Cabot,2006.0,Size 14 Is Not Fat Either,"Size 14 Is Not Fat Either (Heather Wells, #2)",eng,3.83,24045,25006,1042,274,1359,7200,9654,6519,https://images.gr-assets.com/books/1479654269m/23217.jpg
6099,6099,207,6113,4,7663,30358,148,suspense,2651727,57,451210638,9780000000000.0,"Jeffery Hudson, Michael Crichton",1968.0,A Case of Need,A Case of Need,en-US,3.6,14109,16047,563,291,1448,5632,5664,3012,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6103,6103,6964,6117,5,6115138,20939,621,mystery,6293210,42,312374976,9780000000000.0,Linda Castillo,2009.0,Sworn to Silence,"Sworn to Silence (Kate Burkholder, #1)",eng,4.0,17862,20424,2416,343,775,4013,8761,6532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6115,6115,14409,6129,5,10402992,20939,296,mystery,14854113,37,1441836314,9780000000000.0,"J.D. Robb, Susan Ericksen",2011.0,New York to Dallas,"New York to Dallas (In Death, #33)",eng,4.42,17108,21047,1294,104,329,2151,6490,11973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6118,6118,331,6132,2,6426,20939,375,mystery,3178484,37,60584033,9780000000000.0,Janet Evanovich,2006.0,Motor Mouth,Motor Mouth (Alex Barnaby #2),en-US,3.66,20983,22204,725,445,2206,7179,6974,5400,https://images.gr-assets.com/books/1479699584m/6426.jpg
6120,6120,5345,6134,5,6528034,20939,176,mystery,6719993,47,446195510,9780000000000.0,David Baldacci,2009.0,True Blue,True Blue,eng,3.84,15757,18500,1332,298,1025,4840,7495,4842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6124,6124,555,6138,4,233637,20939,1141,mystery,3308013,47,448095025,9780000000000.0,"Carolyn Keene, Mildred Benson",1930.0,"The Hidden Staircase (Nancy Drew Mystery Stories, #2)",The Hidden Staircase (Nancy Drew #2),en-US,3.94,24872,25666,1097,191,1017,7101,9091,8266,https://images.gr-assets.com/books/1172964121m/233637.jpg
6126,6126,13583,6140,5,13390528,20939,110,mystery,18621486,48,62073125,9780000000000.0,Daniel Silva,2012.0,The Fallen Angel,"The Fallen Angel (Gabriel Allon, #12)",eng,4.17,13939,17477,1309,122,432,2694,7352,6877,https://images.gr-assets.com/books/1468408514m/13390528.jpg
6132,6132,1354,6146,3,170632,20939,466,mystery,1310853,72,1416516743,9780000000000.0,Mary Higgins Clark,1995.0,Let Me Call You Sweetheart,Let Me Call You Sweetheart,eng,3.84,17472,18575,315,91,787,5933,6899,4865,https://images.gr-assets.com/books/1355138627m/170632.jpg
6134,6134,263,6148,1,106128,20939,708,mystery,1154616,72,743233492,9780000000000.0,Kathy Reichs,2006.0,Break No Bones,"Break No Bones (Temperance Brennan, #9)",en-US,3.95,19413,21822,853,121,783,5491,9100,6327,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6137,6137,2808,6151,4,21720,20939,216,mystery,1952659,60,038533947X,9780000000000.0,Karin Slaughter,2007.0,Beyond Reach,"Beyond Reach (Grant County, #6)",eng,4.19,15359,18527,985,211,515,2881,6934,7986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6139,6139,555,6153,4,643974,20939,1057,mystery,62899,60,449221512,9780000000000.0,Sue Grafton,1992.0,I is for Innocent,"I is for Innocent (Kinsey Millhone, #9)",en-US,3.9,21756,23492,539,71,549,7035,9921,5916,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6147,6147,41992,6161,3,18209468,20939,407,mystery,25630270,26,812995201,9780000000000.0,Laura McHugh,2014.0,The Weight of Blood,The Weight of Blood,eng,3.73,15533,17154,2125,355,1003,5018,7310,3468,https://images.gr-assets.com/books/1395611141m/18209468.jpg
6149,6149,14945,6163,3,10852027,20939,834,mystery,15766774,37,399157867,9780000000000.0,Sue Grafton,2011.0,V is for Vengeance,"V is for Vengeance (Kinsey Millhone, #22)",en-US,3.93,18402,22215,2310,140,820,5518,9761,5976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6158,6158,6506,6172,4,3080212,20939,254,mystery,3111256,29,399155279,9780000000000.0,John Sandford,2008.0,Heat Lightning,"Heat Lightning (Virgil Flowers, #2)",eng,4.16,16507,18301,720,133,411,3057,7484,7216,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6160,6160,180,6174,2,43932,20939,393,mystery,14597391,60,440220459,9780000000000.0,Harlan Coben,1996.0,Drop Shot,Drop Shot (Myron Bolitar #2),eng,3.92,17128,20378,983,85,602,5214,9383,5094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6171,6171,1562,6185,3,216131,20939,227,mystery,1830020,31,743484207,9780000000000.0,John Sandford,1998.0,Secret Prey,"Secret Prey (Lucas Davenport, #9)",en-GB,4.25,16964,18502,343,71,208,2650,7731,7842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6173,6173,2843,6187,4,754713,20939,712,mystery,10479789,359,755334434,9780000000000.0,Arthur Conan Doyle,1917.0,His Last Bow: Some Reminiscences of Sherlock Holmes,His Last Bow: 8 Stories,eng,4.27,20057,22141,471,120,436,3353,7590,10642,https://images.gr-assets.com/books/1368588782m/754713.jpg
6178,6178,579,6192,4,75020,30358,271,suspense,72565,55,345460065,9780000000000.0,Steve Berry,2004.0,The Romanov Prophecy,The Romanov Prophecy,eng,3.9,17052,18300,954,220,901,4627,7241,5311,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6186,6186,714,6200,2,300226,30358,117,suspense,2967387,66,446321214,9780000000000.0,Sidney Sheldon,1970.0,The Naked Face,The Naked Face,eng,3.51,13862,14829,432,341,1706,5510,4656,2616,https://images.gr-assets.com/books/1398003487m/300226.jpg
6192,6192,45672,6206,3,26158341,30358,41,suspense,46115850,11,,,Kathryn Croft,2015.0,The Girl With No Past,The Girl With No Past,en-US,3.59,15572,15764,1063,577,1570,4786,5674,3157,https://images.gr-assets.com/books/1440440726m/26158341.jpg
6197,6197,46,6211,5,16316,20939,1232,mystery,721292,143,7120818,9780000000000.0,Agatha Christie,1927.0,The Big Four,"The Big Four (Hercule Poirot, #5)",eng,3.6,17820,21564,1331,655,2484,6645,6741,5039,https://images.gr-assets.com/books/1372506728m/16316.jpg
6198,6198,46,6212,5,16424,20939,1387,mystery,2991011,204,7119305,9780000000000.0,Agatha Christie,1932.0,Peril at End House,"Peril at End House (Hercule Poirot, #8)",eng,3.89,19463,23119,1115,98,803,6497,9806,5915,https://images.gr-assets.com/books/1327938128m/16424.jpg
6199,6199,31292,6213,1,23346719,30358,213,suspense,40851119,73,857522817,9780000000000.0,Renée Knight,2015.0,Disclaimer,Disclaimer,eng,3.58,11329,16820,2379,540,1584,5210,6557,2929,https://images.gr-assets.com/books/1417259186m/23346719.jpg
6209,6209,296,6223,3,3763,30358,303,suspense,171188,135,142003239,9780000000000.0,Ian Fleming,1954.0,Live and Let Die,"Live and Let Die (James Bond, #2)",eng,3.62,14230,17626,1146,218,1337,6315,6773,2983,https://images.gr-assets.com/books/1327953982m/3763.jpg
6223,6223,5345,6237,5,6455256,20939,185,mystery,6645508,49,316036226,9780000000000.0,"James Patterson, Michael Ledwidge",2010.0,Worst Case,"Worst Case (Michael Bennett, #3)",eng,4.0,16461,19142,1187,141,634,4340,8066,5961,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6224,6224,2671,6238,3,93797,30358,108,suspense,90418,47,451209303,9780000000000.0,Daniel Silva,1996.0,The Unlikely Spy,The Unlikely Spy,eng,4.22,14928,17139,680,136,407,2463,6670,7463,https://images.gr-assets.com/books/1309203396m/93797.jpg
6263,6263,905,6277,5,142540,20939,319,mystery,2488095,65,684855631,9780000000000.0,Jeffery Deaver,2000.0,The Empty Chair ,"The Empty Chair (Lincoln Rhyme, #3)",en-US,4.06,16751,18900,625,93,494,3935,8079,6299,https://images.gr-assets.com/books/1336331745m/142540.jpg
6267,6267,284,6281,4,24473465,30386,31,suspense,43193467,58,,,Daniel Silva,2015.0,The English Spy,"The English Spy (Gabriel Allon, #15)",eng,4.16,7983,16045,1340,205,473,2345,6513,6509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6280,6280,12256,6294,3,11343348,20939,125,mystery,16272568,49,1846059739,9780000000000.0,"James Patterson, Mark T. Sullivan",2012.0,Private Games ,Private Games (Private #3),eng,3.83,14358,17578,1195,380,1104,4640,6527,4927,https://images.gr-assets.com/books/1498199246m/11343348.jpg
6281,6281,5621,6295,4,109901,20939,964,mystery,105919,27,143036424,9780000000000.0,Craig Johnson,2004.0,The Cold Dish,"The Cold Dish (Walt Longmire, #1)",eng,4.14,14491,18109,2456,178,470,2763,7978,6720,https://images.gr-assets.com/books/1398028367m/109901.jpg
6292,6292,74,6306,3,106648,30358,88,suspense,2324921,66,446354678,9780000000000.0,Sidney Sheldon,1990.0,Memories of Midnight,Memories of Midnight,eng,3.68,14196,15083,353,245,1217,5043,5179,3399,https://images.gr-assets.com/books/1501701194m/106648.jpg
6300,6300,1297,6314,4,639787,20939,1526,mystery,625995,203,425067947,9780000000000.0,Agatha Christie,1923.0,The Murder on the Links,"The Murder on the Links (Hercule Poirot, #2)",eng,3.8,18834,24000,1312,142,1100,7653,9666,5439,https://images.gr-assets.com/books/1384562979m/639787.jpg
6307,6307,2046,6321,5,2999282,20939,311,mystery,3029771,48,752885170,9780000000000.0,Jeff Lindsay,2008.0,Dexter by Design,"Dexter By Design (Dexter, #4)",en-GB,3.72,16086,18937,1034,262,1334,6043,7072,4226,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6310,6310,74,6324,3,84052,30358,96,suspense,1686239,69,446602213,9780000000000.0,Sidney Sheldon,1995.0,"Morning, Noon & Night","Morning, Noon & Night",eng,3.62,12679,14036,369,255,1355,4811,4639,2976,https://images.gr-assets.com/books/1344267638m/84052.jpg
6311,6311,2464,6325,4,238141,20939,576,mystery,230675,50,425210731,9780000000000.0,J.D. Robb,2006.0,Memory in Death ,"Memory in Death (In Death, #22)",eng,4.31,19613,21497,546,62,286,3001,7654,10494,https://images.gr-assets.com/books/1299457743m/238141.jpg
6322,6322,1002,6336,3,7058,20939,594,mystery,5913189,55,375422730,9780000000000.0,Alexander McCall Smith,2007.0,The Good Husband of Zebra Drive,"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)",en-US,4.06,18329,20218,1076,39,333,4263,9242,6341,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6324,6324,579,6338,5,93796,30358,169,suspense,90417,46,399154221,9780000000000.0,Daniel Silva,2007.0,The Secret Servant,"The Secret Servant (Gabriel Allon, #7)",eng,4.25,14335,16760,689,78,231,2271,7034,7146,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6330,6330,2005,6344,5,2210921,20939,180,mystery,2457492,47,553804332,9780000000000.0,Lisa Gardner,2008.0,Say Goodbye,"Say Goodbye (Quincy & Rainie, #6)",eng,4.12,16057,17732,1055,147,509,3292,6945,6839,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6335,6335,3004,6349,4,144792,30358,179,suspense,955290,42,312981260,9780000000000.0,Matthew Reilly,1999.0,Temple,Temple,eng,4.04,14961,16027,492,254,726,3221,5765,6061,https://images.gr-assets.com/books/1312054860m/144792.jpg
6343,6343,6377,6357,4,10517947,30358,39,suspense,15423995,22,141658661X,9780000000000.0,Brad Thor,2011.0,Full Black,"Full Black (Scot Harvath, #10)",en-US,4.26,13240,15220,646,142,350,2084,5510,7134,https://images.gr-assets.com/books/1393773645m/10517947.jpg
6345,6345,137,6359,3,17488,20939,162,mystery,6474909,109,340796146,9780000000000.0,Enid Blyton,1942.0,Five on a Treasure Island ,"Five on a Treasure Island (Famous Five, #1)",eng,4.06,15877,18381,689,179,651,4031,6533,6987,https://images.gr-assets.com/books/1408926754m/17488.jpg
6362,6362,6772,6376,3,175242,20939,342,mystery,890720,67,067102731X,9780000000000.0,John Connolly,1999.0,Every Dead Thing,"Every Dead Thing (Charlie Parker, #1)",eng,4.01,14390,16618,1113,332,803,3323,6036,6124,https://images.gr-assets.com/books/1393929687m/175242.jpg
6363,6363,1735,6377,4,93801,30358,217,suspense,2633218,49,014101587X,9780000000000.0,Daniel Silva,2003.0,The Confessor,"The Confessor (Gabriel Allon, #3)",eng,4.14,13166,16717,773,75,298,2829,7494,6021,https://images.gr-assets.com/books/1341575498m/93801.jpg
6385,6385,74,6399,4,84054,30358,96,suspense,1812585,71,6178715,9780000000000.0,Sidney Sheldon,1992.0,The Stars Shine Down,The Stars Shine Down,eng,3.65,12874,13975,359,238,1274,4660,4781,3022,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6391,6391,2466,6405,4,12021,20939,90,mystery,950451,23,349103232,9780000000000.0,Iain Banks,1992.0,The Crow Road,The Crow Road,eng,4.07,14365,15349,585,180,544,2814,6285,5526,https://images.gr-assets.com/books/1330063373m/12021.jpg
6407,6407,1964,6422,4,6495359,20939,322,mystery,6686808,71,399156399,9780000000000.0,Patricia Cornwell,2009.0,The Scarpetta Factor ,"The Scarpetta Factor (Kay Scarpetta, #17)",en-US,3.67,16388,18371,1250,579,1766,5390,5965,4671,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6414,6414,2337,6429,4,48811,20939,185,mystery,47752,4,448445867,9780000000000.0,Carolyn Keene,,"Nancy Drew Complete Series Set, Books 1-64",Nancy Drew: #1-64,eng,4.19,16743,16810,360,273,541,2897,5116,7983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6424,6424,714,6439,5,92373,30358,221,suspense,2448682,81,033034837X,9780000000000.0,Ken Follett,1996.0,The Third Twin,The Third Twin,en-GB,3.64,14499,17990,767,346,1576,5845,6593,3630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6464,6464,7074,6479,4,25251757,20939,394,mystery,44972782,23,031623107X,9780000000000.0,Megan Abbott,2016.0,You Will Know Me,You Will Know Me,eng,3.45,17002,20045,2690,506,2210,7585,7186,2558,https://images.gr-assets.com/books/1467210264m/25251757.jpg
6467,6467,26900,6482,5,16130986,20939,90,mystery,5692065,19,,,Scott Pratt,2008.0,An Innocent Client,An Innocent Client,eng,4.16,8045,16772,1180,246,546,2427,6601,6952,https://images.gr-assets.com/books/1352135419m/16130986.jpg
6471,6471,18553,6486,4,13097901,20939,75,mystery,18270137,43,316210730,9780000000000.0,James Patterson,2011.0,"Merry Christmas, Alex Cross","Merry Christmas, Alex Cross (Alex Cross, #19)",eng,3.85,12343,17135,1394,257,1017,4732,6199,4930,https://images.gr-assets.com/books/1322032145m/13097901.jpg
6473,6473,3573,6488,5,45020,20939,1011,mystery,479518,34,425206866,9780000000000.0,Charlaine Harris,1996.0,"Shakespeare's Landlord (Lily Bard, #1)","Shakespeare's Landlord (Lily Bard, #1)",eng,3.76,21091,22544,1189,454,1440,6820,8251,5579,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6481,6481,180,6496,3,767307,20939,552,mystery,1441588,49,345427637,9780000000000.0,Caleb Carr,1997.0,The Angel of Darkness,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)",en-US,3.94,16343,17727,883,120,775,4246,7431,5155,https://images.gr-assets.com/books/1433066571m/767307.jpg
6484,6484,15565,6499,5,6224895,20939,135,mystery,6405607,55,9791680000,,Arthur Conan Doyle,1892.0,Sherlock Holmes : Silver Blaze,"Silver Blaze (The Memoirs of Sherlock Holmes, #1)",eng,4.18,14024,14295,122,229,414,2442,4736,6474,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6486,6486,46,6501,5,16315,20939,1051,mystery,1113267,175,031298166X,9780000000000.0,Agatha Christie,1949.0,Crooked House,Crooked House,eng,3.98,15657,20183,1298,151,724,4897,8089,6322,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6497,6497,46,6512,5,16372,20939,1358,mystery,2107920,186,7120982,9780000000000.0,Agatha Christie,1962.0,The Mirror Crack'd from Side to Side,"The Mirror Crack'd from Side to Side (Miss Marple, #9)",eng,3.89,20177,23061,808,109,884,6586,9368,6114,https://images.gr-assets.com/books/1466335226m/16372.jpg
6501,6501,983,6516,4,39795,20939,547,mystery,1503624,114,1400031524,9780000000000.0,"Henning Mankell, Laurie Thompson",1992.0,Hundarna i Riga,"The Dogs of Riga (Kurt Wallander, #2)",eng,3.72,14794,18098,1166,173,1191,5616,7656,3462,https://images.gr-assets.com/books/1341858828m/39795.jpg
6504,6504,1914,6519,4,342240,20939,258,mystery,1746319,37,399150862,9780000000000.0,Catherine Coulter,1996.0,The Cove,The Cove  (FBI Thriller #1),en-US,3.86,17561,18870,744,548,1228,4529,6672,5893,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6505,6505,6506,6520,4,14404,20939,427,mystery,2541445,39,752816993,9780000000000.0,Robert Crais,1987.0,The Monkey's Raincoat,"The Monkey's Raincoat (Elvis Cole, #1)",en-US,3.98,14940,17672,854,254,664,3829,7373,5552,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6508,6508,2491,6523,4,55022,20939,394,mystery,1916440,35,753820331,9780000000000.0,James Lee Burke,1987.0,The neon rain,"The Neon Rain (Dave Robicheaux, #1)",eng,3.98,14693,16387,832,274,753,3431,6491,5438,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6514,6514,4759,6529,4,7776678,20939,813,mystery,10686023,40,1401324029,9780000000000.0,Richard Castle,2010.0,Naked Heat,"Naked Heat (Nikki Heat, #2)",en-US,3.75,16146,19486,1804,171,1006,6448,7683,4178,https://images.gr-assets.com/books/1327874198m/7776678.jpg
6518,6518,108,6533,3,78989,20939,42,mystery,375863,61,449208060,9780000000000.0,Jeffrey Archer,1977.0,Shall We Tell the President?,"Shall We Tell the President? (Kane & Abel, #3)",eng,3.69,12792,14482,459,191,1080,4705,5513,2993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6519,6519,9239,6534,3,6344832,20939,773,mystery,6295253,33,425230155,9780000000000.0,Charlaine Harris,2009.0,"Grave Secret (Harper Connelly, #4)","Grave Secret (Harper Connelly, #4)",eng,3.94,22334,24694,1380,169,1098,6134,9836,7457,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6534,6534,1300,6549,4,7907680,20939,217,mystery,11175646,29,052595192X,9780000000000.0,Tami Hoag,2010.0,Secrets to the Grave,"Secrets to the Grave (Oak Knoll, #2)",eng,4.09,15381,17327,944,122,508,3301,7069,6327,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6546,6546,1562,6561,3,37297,20939,290,mystery,2696750,38,425214435,9780000000000.0,John Sandford,1991.0,Eyes of Prey,"Eyes of Prey (Lucas Davenport, #3)",en-US,4.18,16249,18159,499,84,263,2941,7897,6974,https://images.gr-assets.com/books/1400408527m/37297.jpg
6550,6550,2625,6565,4,8563789,20939,169,mystery,13432259,22,1442413336,9780000000000.0,John Corey Whaley,2011.0,Where Things Come Back,Where Things Come Back,eng,3.81,14852,17534,2805,468,1372,4278,6267,5149,https://images.gr-assets.com/books/1330581469m/8563789.jpg
6554,6554,1450,6569,3,83083,20939,1177,mystery,3303763,29,143035304,9780000000000.0,Jacqueline Winspear,2004.0,Birds of a Feather,"Birds of a Feather (Maisie Dobbs, #2)",en-US,3.95,18359,20713,1963,121,546,4794,9975,5277,https://images.gr-assets.com/books/1386728383m/83083.jpg
6559,6559,1805,6574,3,985386,20939,120,mystery,970881,28,1591163277,9780000000000.0,Gosho Aoyama,1994.0,名探偵コナン 1,"Case Closed, Vol. 1",eng,4.36,12867,13948,265,200,379,1788,3414,8167,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
